,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,last_sold_price,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status
house_125,Condo/Co-op,39152 guardino Dr #109 ,Fremont,CA,94538,630000,2,2,,,1990,1990,550,,,,Vallejo Mill Elementary School,7,,,Washington High School,9,,,30,57,65," $626,773", Active
house_126,Condo/Co-op,39206 Guardino Dr #105 ,FREMONT,CA,94538,528000,2,1, 844,,1990,1990,504, 2, 1,,Vallejo Mill Elementary School,7,,,Washington High School,9, Other (See Remarks), Window/Wall Unit,30,57,65," $528,090", Active
house_127,,39425 Mission Blvd ,Fremont,CA,94555,924900,2,2,,,,,0,,,,Vallejo Mill Elementary School,7,,,Washington High School,9,,,48,32,60," $917,665", Active
house_128,Single Family Residential,39575 Platero Pl ,Fremont,CA,94539,1650000,5,3,,,1974,1976,0,, 3,,John Gomes Elementary School,9,,,Mission San Jose High School,10,,,32,31,59," $1,722,962", New
house_129,Single Family Residential,398 L St ,Fremont,CA,94536,1599000,6,4,,,1985,1985,0,, 2,,Niles Elementary School,8,,,Washington High School,9,,,54,27,68," $1,581,022", Active
house_130,Condo/Co-op,39912 Fremont Blvd ,FREMONT,CA,94538,538000,2,2," 1,165", 0.0275,1972,1972,493,,,,Brier Elementary School,7,,,John F. Kennedy High School,7, Central Forced Air, Central Forced Air,63,43,57," $551,471", Active
house_131,Single Family Residential,4006 Dill Ter ,Fremont,CA,94538,1190000,4,3,,,2010,2010,160,,,,Harvey Green Elementary School,8,,,Irvington High School,9,,,72,32,65,, Coming Soon
house_132,Single Family Residential,40346 Blanchard St ,Fremont,CA,94538,698000,3,1,,,1955,1957,0,, 1,,John Blacow Elementary School,5,,,John F. Kennedy High School,7,,,62,40,60," $711,106", New
house_133,Condo/Co-op,4038 Central Ave #301 ,FREMONT,CA,94536,749000,2,2," 1,210",,—,—,420,,,,Glenmoor Elementary School,7,,,Washington High School,9, Central Forced Air, Central Forced Air,84,41,53," $747,140", Active
house_134,Condo/Co-op,40425 Chapel Way #105 ,Fremont,CA,94538,590000,2,2,,,1983,1983,505,, 1,,J. Haley Durham Elementary School,8,,,John F. Kennedy High School,7,,,66,37,56," $585,586", Active
house_135,Single Family Residential,40471 Blanchard St ,Fremont,CA,94538,775000,4,1,,,1954,1959,0,, 1,,John Blacow Elementary School,5,,,John F. Kennedy High School,7,,,81,39,57," $776,409", New
house_136,Single Family Residential,40471 Blanchard St ,Fremont,CA,94538,775000,4,1,,,1954,1959,0,, 1,,John Blacow Elementary School,5,,,John F. Kennedy High School,7,,,81,39,57," $776,409", New
house_137,Townhouse,4066 Grama Ter ,Fremont,CA,94536,759888,3,1,,,1972,1987,275,,,,Patterson Elementary School,7,,,American High School,10,,,70,40,49,, Coming Soon
house_138,,40668 Fremont Blvd ,Fremont,CA,94538,949990,3,4,,,,,0,,,,J. Haley Durham Elementary School,8,,,John F. Kennedy High School,7,,,92,39,57," $940,874", Active
house_139,Condo/Co-op,40700 Fremont Lot 50 L/W ,Fremont,CA,94538,1055390,3,4,,,—,—,293,, 2,,,,,,,,,,37,32,63,, Active
house_140,Single Family Residential,40735 Ambar Pl ,Fremont,CA,94539,1679888,4,3,,,1964,2012,0,, 2,,John Gomes Elementary School,9,,,Mission San Jose High School,10,,,40,29,42," $1,753,088", New
house_141,Single Family Residential,40735 Ambar Pl ,Fremont,CA,94539,1679888,4,3,,,1964,2012,0,, 2,,John Gomes Elementary School,9,,,Mission San Jose High School,10,,,40,29,42," $1,753,088", New
house_142,,40769 Squill Cmn Model ,Fremont,CA,94538,939990,2,2,,,,,0,,,,J. Haley Durham Elementary School,8,,,John F. Kennedy High School,7,,,92,39,57," $925,759", Active
house_143,Multi-Family (5+ Unit),40853 High St ,Fremont,CA,94538,2000000,8,5,,,—,1945,0, 1,,,J. Haley Durham Elementary School,8,,,John F. Kennedy High School,7,,,88,37,56," $1,973,480", Active
house_144,,4119 Peralta Blvd ,Fremont,CA,94536,984990,3,3,,,,,0,,,,Glenmoor Elementary School,7,,,Washington High School,9,,,85,42,55," $975,347", Active
house_145,,4121 Peralta Blvd ,Fremont,CA,94536,907425,3,3,,,,,0,,,,Glenmoor Elementary School,7,,,Washington High School,9,,,85,42,55," $905,314", Active
house_146,Single Family Residential,41224 Fremont Blvd ,Fremont,CA,94538-0000,698000,2,1,,,—,—,0,, 1,,O. N. Hirsch Elementary School,8,,,Irvington High School,9,,,92,37,67," $672,403", Active
house_147,Townhouse,4130 Sora Cmn ,Fremont,CA,94555,998888,2,2,,,1984,1984,265,, 2,,Patterson Elementary School,7,,,American High School,10,,,69,36,60," $996,829", New
house_148,Townhouse,4130 Sora Cmn ,Fremont,CA,94555,998888,2,2,,,1984,1984,265,, 2,,Patterson Elementary School,7,,,American High School,10,,,69,36,60," $996,829", New
house_149,Townhouse,4130 Sora Cmn ,Fremont,CA,94555,998888,2,2,,,1984,1984,265,, 2,,Patterson Elementary School,7,,,American High School,10,,,69,36,60," $996,829", New
house_150,Mobile/Manufactured Home,4141 Deep Crk #193 ,Fremont,CA,94555,259000,3,2,,,2002,—,0,, 1,,Ardenwood Elementary School,8,,,American High School,10,,,37,29,61," $254,540", New
house_151,Single Family Residential,41467 Trenouth St ,Fremont,CA,94538,1099800,3,2,,,1957,1959,0,,,,O. N. Hirsch Elementary School,8,,,Irvington High School,9,,,86,37,68,, Coming Soon
house_152,Single Family Residential,41856 Covington Dr ,Fremont,CA,94539,1550000,4,2,,,1959,1960,0,, 2,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,24,30,36," $1,552,659", New
house_153,Single Family Residential,42059 Vinha Way ,Fremont,CA,94539,2418000,4,4,,,—,—,217,, 2,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,26,31,41," $2,363,454", Active
house_154,,42111 Osgood Rd. 230 ,Fremont,CA,94539,793564,3,2,,,,,0,,,,E. M. Grimmer Elementary School,8,,,Irvington High School,9,,,52,34,52," $780,790", Active
house_155,,42111 Osgood Rd. 322 ,Fremont,CA,94539,630242,2,2,,,,,0,,,,E. M. Grimmer Elementary School,8,,,Irvington High School,9,,,52,34,52," $623,714", Active
house_156,,42111 Osgood Rd. 418 ,Fremont,CA,94539,817040,3,3,,,,,0,,,,E. M. Grimmer Elementary School,8,,,Irvington High School,9,,,52,34,52," $804,601", Active
house_157,Condo/Co-op,42111 Osgood Rd #422 ,FREMONT,CA,94539,675742,2,2, 906, 0.0208,—,—,450, 22, 1,,E. M. Grimmer Elementary School,8,,,Irvington High School,9, Central Forced Air (Gas), Central Forced Air,52,34,52," $666,190", Active
house_158,Vacant Land,42155 Vargas Rd ,Fremont,CA,94539,699000,—,—,,,—,—,0,,,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,0,20,4," $621,068", Active
house_159,Single Family Residential,42232 Mission Blvd ,Fremont,CA,94539,1849000,3,2,,,1951,1980,238,, 2,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,15,30,17," $1,889,667", Active
house_160,Single Family Residential,42386 Barbary St ,FREMONT,CA,94539,1650000,4,3," 1,750", 0.1488,1963,1965,0, 6, 2,,Mission Valley Elementary School,9,,,Mission San Jose High School,10, Central Forced Air, Central Forced Air,29,28,34," $1,723,363", Active
house_161,Single Family Residential,42448 Areca Palm St ,Fremont,CA,94538,2448000,4,4,,,—,—,178,, 2,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,26,33,39," $2,441,378", Price Change
house_162,Single Family Residential,42651 Fern Cir ,FREMONT,CA,94538,1399950,3,2," 1,375", 0.1194,1987,1987,120,, 2,,Harvey Green Elementary School,8,,,Irvington High School,9," Central Forced Air, Central Forced Air (Gas), Fireplace, Radiant Floors", Ceiling Fan,51,32,48," $1,379,793", Active
house_163,Single Family Residential,42781 Mayfair Park Ave ,Fremont,CA,94538,949800,3,2,,,1964,1965,0,,,,Harvey Green Elementary School,8,,,Irvington High School,9,,,48,30,46,, Coming Soon
house_164,Other,43140 Calle Sagrada ,Fremont,CA,94539-5362,1650000,4,3,,,—,—,179,, 2,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,63,34,50," $1,724,103", Price Change
house_165,Single Family Residential,43227 Calle Dolorosa ,Fremont,CA,94539,5169000,6,5,,,—,—,0,, 3,,,,,,,,,,59,34,44,, Active
house_166,Single Family Residential,4333 Faulkner Dr ,FREMONT,CA,94536,1200000,3,2," 1,648", 0.1808,1963,1964,15,, 2,,Glenmoor Elementary School,7,,,Washington High School,9," Forced Air, Gas"," Ceiling Fan, Whole House Fan",54,40,46," $1,225,101", Active
house_167,Single Family Residential,43465 Vista Del Mar ,Fremont,CA,94539,2199888,5,3,,,1984,1984,0,, 3,,Mission San Jose Elementary School,9,,,Mission San Jose High School,10,,,27,31,21," $2,211,085", Active
house_168,Townhouse,4408 Hyde Cmn ,Fremont,CA,94538,1120000,4,3,,,2010,2010,285,, 2,,O. N. Hirsch Elementary School,8,,,Irvington High School,9,,,82,38,58," $1,124,307", Active
house_169,Single Family Residential,44293 Hunter Pl ,Fremont,CA,94539,2999999,5,4,,,1998,1998,0,, 3,,Mission San Jose Elementary School,9,,,Mission San Jose High School,10,,,22,32,25," $2,935,067", Active
house_170,Townhouse,4438 Rosoli Ter ,Fremont,CA,94536,630000,3,1,,,1971,1973,323,,,,Oliveira Elementary School,7,,,American High School,10,,,78,39,56," $632,023", Active
house_171,Multi-Family (2-4 Unit),4440 Decoto Rd ,Fremont,CA,94555,3750000,—,—,,,1925,1945,0,,,,Patterson Elementary School,7,,,American High School,10,,,57,41,49," $2,198,919", Active
house_172,Single Family Residential,4444 Lancero Ct ,FREMONT,CA,94536,998000,4,2," 1,387", 0.1943,1966,1967,0, 2, 2,,Patterson Elementary School,7,,,American High School,10, Central Forced Air (Gas), Central Forced Air,49,40,44," $1,005,124", Active
house_173,Single Family Residential,4444 Lancero Ct ,FREMONT,CA,94536,998000,4,2," 1,387", 0.1943,1966,1967,0, 2, 2,,Patterson Elementary School,7,,,American High School,10, Central Forced Air (Gas), Central Forced Air,49,40,44," $1,005,124", Active
house_174,Single Family Residential,44497 Camellia Dr ,Fremont,CA,94539,1449800,4,2,,,1967,1968,0,,,,Fred E. Weibel Elementary School,9,,,Irvington High School,9,,,13,45,42,, Coming Soon
house_175,Single Family Residential,4452 Ogden Dr ,FREMONT,CA,94538,988000,4,2," 1,427", 0.1591,1962,1967,0,, 2,,Brier Elementary School,7,,,John F. Kennedy High School,7, Central Forced Air, Ceiling Fan,39,38,58," $1,079,826", Active
house_176,Single Family Residential,4453 Porter St ,Fremont,CA,94538,799000,3,1,,,1955,1956,0,, 1,,John Blacow Elementary School,5,,,John F. Kennedy High School,7,,,50,37,50," $810,671", New
house_177,Single Family Residential,4453 Porter St ,Fremont,CA,94538,799000,3,1,,,1955,1956,0,, 1,,John Blacow Elementary School,5,,,John F. Kennedy High School,7,,,50,37,50," $810,671", New
house_178,,44808 Fremont Blvd Unit 1000 Bl4 ,Fremont,CA,94538,1031019,3,3,,,,,0,,,,E. M. Grimmer Elementary School,8,,,John F. Kennedy High School,7,,,36,53,63," $1,029,539", Active
house_179,,44808 Fremont Blvd Unit 1002 Bl4 ,Fremont,CA,94538,1194381,4,3,,,,,0,,,,E. M. Grimmer Elementary School,8,,,John F. Kennedy High School,7,,,36,53,63," $1,176,589", Active
house_180,,44808 Fremont Blvd Unit 1004 Bl4 ,Fremont,CA,94538,904000,2,2,,,,,0,,,,E. M. Grimmer Elementary School,8,,,John F. Kennedy High School,7,,,36,53,63," $891,896", Active
house_181,,44899 Challenge Cmn Unit 200 ,Fremont,CA,94538,893123,2,2,,,,,0,,,,E. M. Grimmer Elementary School,8,,,John F. Kennedy High School,7,,,36,49,62," $877,922", Active
house_182,,44899 Challenge Cmn Unit 203 ,Fremont,CA,94538,955164,3,2,,,,,0,,,,E. M. Grimmer Elementary School,8,,,John F. Kennedy High School,7,,,36,49,62," $938,881", Active
house_183,,44899 Challenge Cmn Unit 302 ,Fremont,CA,94538,996803,3,2,,,,,0,,,,E. M. Grimmer Elementary School,8,,,John F. Kennedy High School,7,,,36,49,62," $994,198", Active
house_184,,44899 Challenge Cmn Unit 303 ,Fremont,CA,94538,956092,3,2,,,,,0,,,,E. M. Grimmer Elementary School,8,,,John F. Kennedy High School,7,,,36,49,62," $940,520", Active
house_185,,45128 Warm Springs Blvd ,Fremont,CA,94539,982595,2,2,,,,,0,,,,James Leitch Elementary School,7,,,G. M. Walters Junior High School,7,,,25,54,62," $966,185", Active
house_186,Condo/Co-op,45168 Tom Blalock St #105 ,Fremont,CA,94539,1208490,2,2,,,—,—,554,, 2,,,,,,,,,,21,53,58,, Active
house_187,Condo/Co-op,45168 Tom Blalock St #206 ,Fremont,CA,94539,1102990,2,2,,,—,—,554,, 2,,,,,,,,,,21,53,58,, Active-REO
house_188,Single Family Residential,45457 Antelope Dr ,Fremont,CA,94539,1988888,5,3,,,1989,1989,80,, 3,,Fred E. Weibel Elementary School,9,,,Irvington High School,9,,,8,31,6," $2,103,758", New
house_189,Single Family Residential,4559 Crestwood St ,Fremont,CA,94538,1299777,4,2,,,1964,1965,0,,,,Harvey Green Elementary School,8,,,Irvington High School,9,,,46,30,42,, Coming Soon
house_190,Single Family Residential,4559 Crestwood St ,Fremont,CA,94538,1299777,4,2,,,1964,1965,0,,,,Harvey Green Elementary School,8,,,Irvington High School,9,,,46,30,42,, Coming Soon
house_191,Vacant Land,45900 hidden valley Ter ,FREMONT,CA,94539,1900000,—,—,, 2.22,—,—,2000,,,,Fred E. Weibel Elementary School,9,,,Irvington High School,9,,,6,28,7," $1,715,066", Active
house_192,Single Family Residential,46434 Briar Pl ,Fremont,CA,94539,2528000,5,3,,,1989,1990,0,, 3,,Fred E. Weibel Elementary School,9,,,Irvington High School,9,,,35,30,34," $2,602,753", Active
house_193,Condo/Co-op,46879 Chemult Cmn #17 ,Fremont,CA,94539,788000,3,2,,,—,—,310,, 1,,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9,,,74,34,67," $786,030", Active
house_194,Single Family Residential,46940 Zapotec Dr ,Fremont,CA,94539,1799800,4,2,,,1977,1980,0,,,,Fred E. Weibel Elementary School,9,,,Irvington High School,9,,,10,25,7,, Coming Soon
house_195,Condo/Co-op,47112 Warm Spgs #109 ,FREMONT,CA,94539,629000,2,1, 900,,1982,1982,454,, 1,,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9, Electric,,75,34,66," $627,325", Active
house_196,Single Family Residential,4747 Hansen Ave ,Fremont,CA,94536,1149000,3,3,,,1900,1927,0,,,,Cabrillo Elementary School,5,,,Washington High School,9,,,59,32,55," $1,098,376", Active
house_197,Single Family Residential,47518 S Curtain Falls Cmn ,Fremont,CA,94539,1509619,3,3,,,—,—,140,, 2,,,,,,,,,,10,28,8,, Active
house_198,Single Family Residential,4767 Boles Ct ,Fremont,CA,94538,929800,3,2,,,1959,1961,0,,,,Joseph Azevada Elementary School,9,,,John F. Kennedy High School,7,,,42,29,65,, Coming Soon
house_199,Single Family Residential,4785 Wheeler Dr ,Fremont,CA,94538,949800,3,2,,,1960,1963,0,,,,Joseph Azevada Elementary School,9,,,John F. Kennedy High School,7,,,34,29,66,, Coming Soon
house_200,Single Family Residential,48047 Purpleleaf St ,Fremont,CA,94539,1349900,4,2,,,1965,1966,0,,,,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9,,,50,32,55,, Coming Soon
house_201,Single Family Residential,482 Silva Farm Cmn ,Fremont,CA,94539,2158000,4,3,,,—,—,231,, 2,,,,,,,,,,33,32,44,, Active
house_202,Condo/Co-op,49002 Cinnamon Fern Cmn #409 ,Fremont,CA,94539-8434,775000,2,2,,,2009,2009,362,, 1,,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9,,,64,39,74," $768,066", Price Change
house_203,Single Family Residential,492 McDuff Ave ,FREMONT,CA,94539,999500,2,2," 1,010", 0.2146,1970,1970,0,, 2,,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9, Forced Air,,47,31,48," $1,004,319", Active
house_204,Single Family Residential,492 McDuff Ave ,FREMONT,CA,94539,999500,2,2," 1,010", 0.2146,1970,1970,0,, 2,,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9, Forced Air,,47,31,48," $1,004,319", Active
house_205,Single Family Residential,4936 Creekwood Dr ,FREMONT,CA,94555,1169980,3,2," 1,607", 0.062,1989,1989,0,, 2,,Forest Park Elementary School,9,,,American High School,10, Central Forced Air (Gas), Ceiling Fan,63,26,59," $165,979", Active
house_206,Single Family Residential,4936 Creekwood Dr ,FREMONT,CA,94555,1169980,3,2," 1,607", 0.062,1989,1989,0,, 2,,Forest Park Elementary School,9,,,American High School,10, Central Forced Air (Gas), Ceiling Fan,63,26,59," $165,979", Active
house_207,Single Family Residential,5038 Morris Way ,Fremont,CA,94536,968000,4,2,,,1960,1971,0,, 2,,Cabrillo Elementary School,5,,,Washington High School,9,,,64,26,50," $987,543", Price Change
house_208,Single Family Residential,5134 Lawler Ave ,Fremont,CA,94536,1250000,3,3,,,1958,1971,15,, 2,,John G. Mattos Elementary School,6,,,John F. Kennedy High School,7,,,44,31,43," $1,259,537", New
house_209,Single Family Residential,514 Acoma Way ,Fremont,CA,94539,1499800,4,2,,,1977,1981,0,,,,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9,,,47,31,48,, Coming Soon
house_210,Single Family Residential,53 Valais Ct ,Fremont,CA,94539,1998000,4,3,,,1975,1977,0,, 2,,John Gomes Elementary School,9,,,Mission San Jose High School,10,,,60,29,62," $2,015,866", Active
house_211,Single Family Residential,5354 York Dr ,Fremont,CA,94536-7235,1180000,3,2,,,1964,1965,15,, 2,,John G. Mattos Elementary School,6,,,John F. Kennedy High School,7,,,58,38,49," $1,134,957", Active
house_212,Townhouse,536 Pariso Ter ,Fremont,CA,94539,1098000,3,2,,,2006,2006,275,, 2,,Joshua Chadbourne Elementary School,9,,,Mission San Jose High School,10,,,61,33,50," $1,107,254", New
house_213,Condo/Co-op,537 Hollow Falls Cmn Unit 19F ,Fremont,CA,94539,1100000,3,3,,,—,—,350,, 2,,,,,,,,,,10,28,8,, Active
house_214,Condo/Co-op,538 Hollow Falls Cmn Unit 17C ,Fremont,CA,94539,1213557,3,3,,,—,—,350,, 2,,,,,,,,,,10,28,8,, Active
house_215,Single Family Residential,5454 Reseda Cir ,FREMONT,CA,94538,1128000,3,2," 1,422", 0.0918,1994,1994,0,, 2,,Steven Millard Elementary School,7,,,John F. Kennedy High School,7, Central Forced Air (Gas), Central Forced Air,49,30,47," $1,158,829", Active
house_216,Single Family Residential,55 Montalban Dr ,Fremont,CA,94536,1149000,3,2,,,1984,1989,0,, 2,,Niles Elementary School,8,,,Washington High School,9,,,40,26,38," $1,193,915", New
house_217,Single Family Residential,55 Montalban Dr ,Fremont,CA,94536,1149000,3,2,,,1984,1989,0,, 2,,Niles Elementary School,8,,,Washington High School,9,,,40,26,38," $1,193,915", New
house_218,Townhouse,5587 Via Lugano ,FREMONT,CA,94555,899000,3,3," 1,387", 0.887,2007,2007,240,, 2,,Ardenwood Elementary School,8,,,American High School,10, Central Forced Air, Central Forced Air,25,28,50," $891,699", Active
house_219,Condo/Co-op,5651 Spry Cmn ,Fremont,CA,94538,684800,2,2,,,1994,1994,310,, 1,,Steven Millard Elementary School,7,,,John F. Kennedy High School,7,,,63,32,49," $681,440", Active
house_220,Condo/Co-op,568 Hollow Falls Cmn Unit 18B ,Fremont,CA,94539,999880,3,3,,,—,—,350,, 2,,,,,,,,,,10,28,8,, Active
house_221,Condo/Co-op,577 Hollow Falls Cmn Unit 19B ,Fremont,CA,94539,1120000,3,3,,,—,—,350,, 2,,,,,,,,,,10,28,8,, Active
house_222,Multi-Family (2-4 Unit),587 Hollow Falls Cmn Unit 19A ,Fremont,CA,94539,1170188,3,3,,,—,—,350,, 2,,Warm Springs Elementary School,8,,,John M. Horner Junior High School,9,,,71,34,67," $1,133,306", Active
house_223,Single Family Residential,691 Vista Cerro Ter ,FREMONT,CA,94539,3000000,5,3," 4,402", 0.4725,1998,1998,42,, 3,,Mission San Jose Elementary School,9,,,Mission San Jose High School,10," Central Forced Air (Gas), Heating (2+ Zones)"," Central Forced Air, Multi-Zone",12,32,12," $2,978,433", Active
house_224,Mobile/Manufactured Home,711 Old Canyon Rd #28 ,Fremont,CA,94536,125000,2,1,,,—,—,0,, 2,,Vallejo Mill Elementary School,7,,,Washington High School,9,,,30,26,54," $120,049", Active
